text,label,intent
Explore the mentorship relationship between Kareem Abdul-Jabbar and Dwyane Wade,2,COMPLEX_RELATION_QUERY
How old is Bill Russell?,0,ATTRIBUTE_QUERY
What position does Magic Johnson play?,0,ATTRIBUTE_QUERY
Compare Kings and Jazz's historical records,3,COMPARATIVE_QUERY
What do you think is the spirit of basketball?,4,DOMAIN_CHITCHAT
Share your favorite basketball moments,4,DOMAIN_CHITCHAT
Who is Timberwolves's captain?,1,SIMPLE_RELATION_QUERY
Share the inspiration basketball brings to people,4,DOMAIN_CHITCHAT
Which players played for both Spurs and Nuggets?,2,COMPLEX_RELATION_QUERY
Talk about basketball culture's influence,4,DOMAIN_CHITCHAT
What makes basketball so appealing?,4,DOMAIN_CHITCHAT
What do you think about basketball commercialization?,4,DOMAIN_CHITCHAT
Analyze Tim Duncan's career trajectory and key milestones,2,COMPLEX_RELATION_QUERY
Who are Kareem Abdul-Jabbar's teammates?,1,SIMPLE_RELATION_QUERY
Who is Wilt Chamberlain's coach?,1,SIMPLE_RELATION_QUERY
What is Tracy McGrady's height?,0,ATTRIBUTE_QUERY
Summarize Bulls's core roster changes during their dynasty period,2,COMPLEX_RELATION_QUERY
Which coach did Steve Nash learn from?,1,SIMPLE_RELATION_QUERY
What does a basketball hero look like in your mind?,4,DOMAIN_CHITCHAT
What position does Mengke Bateer play?,0,ATTRIBUTE_QUERY
What do you think is the spirit of basketball?,4,DOMAIN_CHITCHAT
Evaluate the historical status of Kevin Durant vs Shaquille O'Neal,3,COMPARATIVE_QUERY
Which coach did Kobe Bryant learn from?,1,SIMPLE_RELATION_QUERY
Which players were teammates with Kevin Durant and also won championships?,2,COMPLEX_RELATION_QUERY
Which coach did Zhizhi Wang learn from?,1,SIMPLE_RELATION_QUERY
"Which team has more championship potential, 76ers or Rockets?",3,COMPARATIVE_QUERY
Who is Bill Russell's agent?,1,SIMPLE_RELATION_QUERY
Which players are on Clippers?,1,SIMPLE_RELATION_QUERY
Who is Vince Carter's agent?,1,SIMPLE_RELATION_QUERY
Tell me about Shaquille O'Neal's career data,0,ATTRIBUTE_QUERY
What do you think is the spirit of basketball?,4,DOMAIN_CHITCHAT
Who does Vince Carter play with?,1,SIMPLE_RELATION_QUERY
Analyze Kevin Durant's career trajectory and key milestones,2,COMPLEX_RELATION_QUERY
Compare Nets and Mavericks's historical records,3,COMPARATIVE_QUERY
Who are Kobe Bryant's teammates?,1,SIMPLE_RELATION_QUERY
Which team does Yao Ming play for?,1,SIMPLE_RELATION_QUERY
What makes basketball so appealing?,4,DOMAIN_CHITCHAT
List all MVP players who had interactions with Kevin Garnett,2,COMPLEX_RELATION_QUERY
What do you think is the spirit of basketball?,4,DOMAIN_CHITCHAT
Which players played for both Bulls and Hawks?,2,COMPLEX_RELATION_QUERY
Tell me about Wilt Chamberlain's career data,0,ATTRIBUTE_QUERY
Who is Magic Johnson's agent?,1,SIMPLE_RELATION_QUERY
What are your thoughts on basketball?,4,DOMAIN_CHITCHAT
Compare Dirk Nowitzki and Tracy McGrady's career achievements,3,COMPARATIVE_QUERY
Who do you think is the GOAT?,4,DOMAIN_CHITCHAT
Who is Allen Iverson's agent?,1,SIMPLE_RELATION_QUERY
When was Michael Jordan born?,0,ATTRIBUTE_QUERY
What are the differences in technical styles between Stephen Curry and Jeremy Lin?,3,COMPARATIVE_QUERY
Explore the mentorship relationship between Dirk Nowitzki and Yao Ming,2,COMPLEX_RELATION_QUERY
Compare Suns and Timberwolves's historical records,3,COMPARATIVE_QUERY
Tell me about Vince Carter's career data,0,ATTRIBUTE_QUERY
"Jazz vs Warriors, which team is stronger?",3,COMPARATIVE_QUERY
Who owns Hawks?,1,SIMPLE_RELATION_QUERY
How has basketball changed things?,4,DOMAIN_CHITCHAT
"Heat vs Mavericks, which team is stronger?",3,COMPARATIVE_QUERY
Explore the mentorship relationship between Steve Nash and Magic Johnson,2,COMPLEX_RELATION_QUERY
Tell me about Tracy McGrady's career data,0,ATTRIBUTE_QUERY
Who are Trail Blazers's star players?,1,SIMPLE_RELATION_QUERY
How do you evaluate modern basketball development?,4,DOMAIN_CHITCHAT
When was Hornets founded?,0,ATTRIBUTE_QUERY
How do you evaluate modern basketball development?,4,DOMAIN_CHITCHAT
Who is Shaquille O'Neal's coach?,1,SIMPLE_RELATION_QUERY
Compare and analyze Tracy McGrady and Wilt Chamberlain's playing styles,3,COMPARATIVE_QUERY
List all MVP players who had interactions with Stephen Curry,2,COMPLEX_RELATION_QUERY
What does a basketball hero look like in your mind?,4,DOMAIN_CHITCHAT
Who are Dwyane Wade's teammates?,1,SIMPLE_RELATION_QUERY
Which team does LeBron James play for?,1,SIMPLE_RELATION_QUERY
Who is Suns's current coach?,0,ATTRIBUTE_QUERY
Compare and analyze Zhizhi Wang and Tracy McGrady's playing styles,3,COMPARATIVE_QUERY
Talk about basketball culture's influence,4,DOMAIN_CHITCHAT
Who do you think is the GOAT?,4,DOMAIN_CHITCHAT
Share your basketball story,4,DOMAIN_CHITCHAT
Who is Tim Duncan's coach?,1,SIMPLE_RELATION_QUERY
Who do you think is the GOAT?,4,DOMAIN_CHITCHAT
Explore the mentorship relationship between Wilt Chamberlain and Scottie Pippen,2,COMPLEX_RELATION_QUERY
What are the differences in technical styles between Larry Bird and Kareem Abdul-Jabbar?,3,COMPARATIVE_QUERY
"Raptors vs Clippers, which team is stronger?",3,COMPARATIVE_QUERY
How old is Bill Russell?,0,ATTRIBUTE_QUERY
What do you think about basketball commercialization?,4,DOMAIN_CHITCHAT
Share your basketball story,4,DOMAIN_CHITCHAT
When was Thunder founded?,0,ATTRIBUTE_QUERY
What attracts you most about basketball?,4,DOMAIN_CHITCHAT
What is Zhizhi Wang's height?,0,ATTRIBUTE_QUERY
Analyze Bill Russell's impact on Jazz's historical status,2,COMPLEX_RELATION_QUERY
Share your basketball story,4,DOMAIN_CHITCHAT
When was Cavaliers founded?,0,ATTRIBUTE_QUERY
Share your favorite basketball moments,4,DOMAIN_CHITCHAT
Analyze the evolution of modern basketball tactical systems,2,COMPLEX_RELATION_QUERY
Share the inspiration basketball brings to people,4,DOMAIN_CHITCHAT
Analyze the leadership differences between Steve Nash and Kareem Abdul-Jabbar,3,COMPARATIVE_QUERY
What are the differences in technical styles between Magic Johnson and Dwyane Wade?,3,COMPARATIVE_QUERY
When was Suns founded?,0,ATTRIBUTE_QUERY
How has basketball changed things?,4,DOMAIN_CHITCHAT
"Who has better scoring ability, Vince Carter or Zhizhi Wang?",3,COMPARATIVE_QUERY
Which coaches did Kevin Durant work with throughout their career?,2,COMPLEX_RELATION_QUERY
Evaluate the historical status of Steve Nash vs Kevin Garnett,3,COMPARATIVE_QUERY
How tall is Scottie Pippen?,0,ATTRIBUTE_QUERY
"Thunder vs Celtics, which team is stronger?",3,COMPARATIVE_QUERY
How old is Larry Bird?,0,ATTRIBUTE_QUERY
When was Timberwolves founded?,0,ATTRIBUTE_QUERY
Where is Wizards's home court?,0,ATTRIBUTE_QUERY
"Trail Blazers vs 76ers, which team is stronger?",3,COMPARATIVE_QUERY
Compare Heat and Pacers's historical records,3,COMPARATIVE_QUERY
Compare Yao Ming and Vince Carter's influence on basketball,3,COMPARATIVE_QUERY
What are Allen Iverson's basic stats?,0,ATTRIBUTE_QUERY
Who are Thunder's star players?,1,SIMPLE_RELATION_QUERY
