text,label,intent
比较詹姆斯和库里对篮球运动的影响力,3,COMPARATIVE_QUERY
分析姚明对76人历史地位的影响,2,COMPLEX_RELATION_QUERY
郭艾伦师从哪位教练？,1,SIMPLE_RELATION_QUERY
易建联在哪个队？,1,SIMPLE_RELATION_QUERY
现在的NBA还有观赏性吗？,4,DOMAIN_CHITCHAT
分享一下你的篮球故事,4,DOMAIN_CHITCHAT
韦德几号球衣？,0,ATTRIBUTE_QUERY
梳理快船历史上的重要交易和转会,2,COMPLEX_RELATION_QUERY
你觉得谁是历史第一人？,4,DOMAIN_CHITCHAT
艾弗森的职业生涯轨迹和重要节点分析,2,COMPLEX_RELATION_QUERY
你对篮球有什么看法？,4,DOMAIN_CHITCHAT
詹姆斯和谁一起打球？,1,SIMPLE_RELATION_QUERY
如何评价现代篮球的发展？,4,DOMAIN_CHITCHAT
你觉得谁是历史第一人？,4,DOMAIN_CHITCHAT
比较库里和姚明对篮球运动的影响力,3,COMPARATIVE_QUERY
猛龙和篮网哪个更有冠军相？,3,COMPARATIVE_QUERY
总结步行者王朝时期的核心阵容变迁,2,COMPLEX_RELATION_QUERY
聊聊篮球带给人们的启发,4,DOMAIN_CHITCHAT
谁是魔术的老板？,1,SIMPLE_RELATION_QUERY
分析丁彦雨航和科比的领导力差异,3,COMPARATIVE_QUERY
巴特尔和丁彦雨航谁的得分能力更强？,3,COMPARATIVE_QUERY
杜兰特和谁一起打球？,1,SIMPLE_RELATION_QUERY
你认为什么是篮球精神？,4,DOMAIN_CHITCHAT
篮球给你带来了什么？,4,DOMAIN_CHITCHAT
纳什哪年出生的？,0,ATTRIBUTE_QUERY
哪些球员既在热火打过球又在尼克斯效力过？,2,COMPLEX_RELATION_QUERY
查询易建联的基本信息,0,ATTRIBUTE_QUERY
查询丁彦雨航的基本信息,0,ATTRIBUTE_QUERY
聊聊你最喜欢的篮球时刻,4,DOMAIN_CHITCHAT
梳理凯尔特人历史上的重要交易和转会,2,COMPLEX_RELATION_QUERY
湖人现在的教练是谁？,0,ATTRIBUTE_QUERY
篮球给你带来了什么？,4,DOMAIN_CHITCHAT
巴特尔的经纪人是谁？,1,SIMPLE_RELATION_QUERY
纳什的职业生涯轨迹和重要节点分析,2,COMPLEX_RELATION_QUERY
盘点与郭艾伦有过交集的所有MVP球员,2,COMPLEX_RELATION_QUERY
谁是老鹰的老板？,1,SIMPLE_RELATION_QUERY
姚明和谁一起打球？,1,SIMPLE_RELATION_QUERY
快船的主场在哪？,0,ATTRIBUTE_QUERY
查询纳什的基本信息,0,ATTRIBUTE_QUERY
巴特尔的队友有谁？,1,SIMPLE_RELATION_QUERY
快船的明星球员是谁？,1,SIMPLE_RELATION_QUERY
现在的NBA还有观赏性吗？,4,DOMAIN_CHITCHAT
艾弗森的生涯数据怎么样？,0,ATTRIBUTE_QUERY
快船的明星球员是谁？,1,SIMPLE_RELATION_QUERY
鹈鹕的明星球员是谁？,1,SIMPLE_RELATION_QUERY
丁彦雨航的身高是多少？,0,ATTRIBUTE_QUERY
你觉得谁是历史第一人？,4,DOMAIN_CHITCHAT
比较库里和杜兰特对篮球运动的影响力,3,COMPARATIVE_QUERY
勇士有哪些球员？,1,SIMPLE_RELATION_QUERY
孙悦哪年出生的？,0,ATTRIBUTE_QUERY
掘金的明星球员是谁？,1,SIMPLE_RELATION_QUERY
魔术什么时候成立的？,0,ATTRIBUTE_QUERY
奇才vs魔术，哪支球队更强？,3,COMPARATIVE_QUERY
快船vs76人，哪支球队更强？,3,COMPARATIVE_QUERY
科比的职业生涯轨迹和重要节点分析,2,COMPLEX_RELATION_QUERY
詹姆斯的身高是多少？,0,ATTRIBUTE_QUERY
聊聊篮球带给人们的启发,4,DOMAIN_CHITCHAT
巴特尔什么位置？,0,ATTRIBUTE_QUERY
查询科比的基本信息,0,ATTRIBUTE_QUERY
郭艾伦多高？,0,ATTRIBUTE_QUERY
分析邓肯和姚明的领导力差异,3,COMPARATIVE_QUERY
麦迪的队友有谁？,1,SIMPLE_RELATION_QUERY
科比哪年出生的？,0,ATTRIBUTE_QUERY
开拓者vs骑士，哪支球队更强？,3,COMPARATIVE_QUERY
评价卡特和麦迪的历史地位,3,COMPARATIVE_QUERY
巴特尔师从哪位教练？,1,SIMPLE_RELATION_QUERY
篮球给你带来了什么？,4,DOMAIN_CHITCHAT
麦迪的教练是谁？,1,SIMPLE_RELATION_QUERY
谁是马刺的老板？,1,SIMPLE_RELATION_QUERY
分析易建联对猛龙历史地位的影响,2,COMPLEX_RELATION_QUERY
科比几号球衣？,0,ATTRIBUTE_QUERY
如何评价现代篮球的发展？,4,DOMAIN_CHITCHAT
比较巴特尔和乔丹的职业生涯成就,3,COMPARATIVE_QUERY
你觉得谁是历史第一人？,4,DOMAIN_CHITCHAT
科比哪年出生的？,0,ATTRIBUTE_QUERY
猛龙有哪些球员？,1,SIMPLE_RELATION_QUERY
詹姆斯的经纪人是谁？,1,SIMPLE_RELATION_QUERY
你怎么看待篮球的商业化？,4,DOMAIN_CHITCHAT
对比广东和勇士的历史战绩,3,COMPARATIVE_QUERY
查询科比的基本信息,0,ATTRIBUTE_QUERY
易建联师从哪位教练？,1,SIMPLE_RELATION_QUERY
现在的NBA还有观赏性吗？,4,DOMAIN_CHITCHAT
谁是森林狼的老板？,1,SIMPLE_RELATION_QUERY
